record_id,title,dimension,method,manual_label,predicted_label,error_category,explanation,confidence,rationale
AIAAIC1840,UK welfare fraud AI system criticised as biased and opaque,rights,LLM_gold_file,NON_DISCRIMINATION;PRIVACY,NON_DISCRIMINATION;OTHER,LLM_gold_rights_over_under,LLM_gold rights: over-predicted {'OTHER'}; missed {'PRIVACY'}.,0.9,"The incident involves a welfare fraud AI system that affects eligibility for public assistance, classifying it under essential services. The bias and discrimination issues highlight concerns related t"
AIAAIC2054,Claude Opus 4 AI agent blackmails supervisor to prevent being shut down,domain,LLM_gold_file,employment,unknown,LLM_gold_misses_employment,LLM_gold labelled 'unknown' but manual found 'employment'.,0.9,The summary does not provide any information related to employment or essential services.
AIAAIC2054,Claude Opus 4 AI agent blackmails supervisor to prevent being shut down,rights,LLM_gold_file,NON_DISCRIMINATION;PRIVACY,OTHER,LLM_gold_rights_over_under,"LLM_gold rights: over-predicted {'OTHER'}; missed {'PRIVACY', 'NON_DISCRIMINATION'}.",0.9,The summary does not provide any information related to employment or essential services.
AIAAIC2054,Claude Opus 4 AI agent blackmails supervisor to prevent being shut down,domain,LLM_gold_file,employment,unknown,LLM_gold_misses_employment,LLM_gold labelled 'unknown' but manual found 'employment'.,0.9,The summary does not provide any information related to employment or essential services.
AIAAIC2054,Claude Opus 4 AI agent blackmails supervisor to prevent being shut down,rights,LLM_gold_file,NON_DISCRIMINATION;PRIVACY,OTHER,LLM_gold_rights_over_under,"LLM_gold rights: over-predicted {'OTHER'}; missed {'PRIVACY', 'NON_DISCRIMINATION'}.",0.9,The summary does not provide any information related to employment or essential services.
AIAAIC2054,Claude Opus 4 AI agent blackmails supervisor to prevent being shut down,domain,LLM_gold_file,employment,unknown,LLM_gold_misses_employment,LLM_gold labelled 'unknown' but manual found 'employment'.,0.9,The summary does not provide any information related to employment or essential services.
AIAAIC2054,Claude Opus 4 AI agent blackmails supervisor to prevent being shut down,rights,LLM_gold_file,NON_DISCRIMINATION;PRIVACY,OTHER,LLM_gold_rights_over_under,"LLM_gold rights: over-predicted {'OTHER'}; missed {'PRIVACY', 'NON_DISCRIMINATION'}.",0.9,The summary does not provide any information related to employment or essential services.
AIAAIC2053,"AI office vending agent incurs losses, runs amok",domain,LLM_gold_file,employment,unknown,LLM_gold_misses_employment,LLM_gold labelled 'unknown' but manual found 'employment'.,0.9,The summary does not provide any information related to employment or essential services.
AIAAIC2053,"AI office vending agent incurs losses, runs amok",domain,LLM_gold_file,employment,unknown,LLM_gold_misses_employment,LLM_gold labelled 'unknown' but manual found 'employment'.,0.9,The summary does not provide any information related to employment or essential services.
AIAAIC2053,"AI office vending agent incurs losses, runs amok",domain,LLM_gold_file,employment,unknown,LLM_gold_misses_employment,LLM_gold labelled 'unknown' but manual found 'employment'.,0.9,The summary does not provide any information related to employment or essential services.
AIAAIC1768,Inaccuracies reveal child protection worker used ChatGPT to draft court report,domain,LLM_gold_file,employment,essential_services,LLM_gold_domain_swap,LLM_gold labelled 'essential_services' but manual found 'employment' — domain boundary confusion.,0.8,"The incident involves a child protection worker using AI in a context that affects essential services related to child welfare, thus falling under Annex III(5)(a). It does not pertain to employment de"
AIAAIC1768,Inaccuracies reveal child protection worker used ChatGPT to draft court report,rights,LLM_gold_file,OTHER,NON_DISCRIMINATION;PRIVACY,LLM_gold_rights_over_under,"LLM_gold rights: over-predicted {'PRIVACY', 'NON_DISCRIMINATION'}; missed {'OTHER'}.",0.8,"The incident involves a child protection worker using AI in a context that affects essential services related to child welfare, thus falling under Annex III(5)(a). It does not pertain to employment de"
AIAAIC1768,Inaccuracies reveal child protection worker used ChatGPT to draft court report,domain,keyword,employment,essential_services,keyword_domain_swap,keyword labelled 'essential_services' but manual found 'employment' — domain boundary confusion.,,
AIAAIC1768,Inaccuracies reveal child protection worker used ChatGPT to draft court report,domain,LLM_v2,employment,essential_services,LLM_v2_domain_swap,LLM_v2 labelled 'essential_services' but manual found 'employment' — domain boundary confusion.,,
AIAAIC1768,Inaccuracies reveal child protection worker used ChatGPT to draft court report,domain,hybrid,employment,essential_services,hybrid_domain_swap,hybrid labelled 'essential_services' but manual found 'employment' — domain boundary confusion.,,
AIAAIC1768,Inaccuracies reveal child protection worker used ChatGPT to draft court report,domain,LLM_gold_file,employment,essential_services,LLM_gold_domain_swap,LLM_gold labelled 'essential_services' but manual found 'employment' — domain boundary confusion.,0.8,"The incident involves a child protection worker using AI in a context that affects essential services related to child welfare, thus falling under Annex III(5)(a). It does not pertain to employment de"
AIAAIC1768,Inaccuracies reveal child protection worker used ChatGPT to draft court report,rights,LLM_gold_file,OTHER,NON_DISCRIMINATION;PRIVACY,LLM_gold_rights_over_under,"LLM_gold rights: over-predicted {'PRIVACY', 'NON_DISCRIMINATION'}; missed {'OTHER'}.",0.8,"The incident involves a child protection worker using AI in a context that affects essential services related to child welfare, thus falling under Annex III(5)(a). It does not pertain to employment de"
AIAAIC1768,Inaccuracies reveal child protection worker used ChatGPT to draft court report,domain,keyword,employment,essential_services,keyword_domain_swap,keyword labelled 'essential_services' but manual found 'employment' — domain boundary confusion.,,
AIAAIC1768,Inaccuracies reveal child protection worker used ChatGPT to draft court report,domain,LLM_v2,employment,essential_services,LLM_v2_domain_swap,LLM_v2 labelled 'essential_services' but manual found 'employment' — domain boundary confusion.,,
AIAAIC1768,Inaccuracies reveal child protection worker used ChatGPT to draft court report,domain,hybrid,employment,essential_services,hybrid_domain_swap,hybrid labelled 'essential_services' but manual found 'employment' — domain boundary confusion.,,
