source,source_id,title,description,annex_domain,actor_role,system_pattern,rights,harms,notes,llm_v2_annex_domain,llm_v2_system_pattern,llm_v2_rights,llm_v2_harms,llm_v2_confidence,llm_v2_rationale,hybrid_v2_annex_domain,hybrid_v2_system_pattern
AIAAIC,AIAAIC0268,PSZ Syriusz unemployment worker profiling,"https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/poland-psz-unemployment-scoring-algorithm Appropriateness/need; Bias/discrimination - age, gender, disability; Effectiveness/value; Fairness; Privacy/surveillance Discrimination; Privacy loss PSZ Syriusz unemployment worker profiling",essential_services,deployer,llm_assisted_screening,access_social_protection;privacy_data_protection;non_discrimination,unfair_exclusion;privacy_breach,Auto annotation v0.4 rule-based,essential_services,profiling_scoring,non_discrimination;privacy_data_protection;good_administration,unfair_exclusion;privacy_breach;procedural_unfairness,0.9,"The PSZ Syriusz system profiled unemployed workers, affecting their access to services and potentially leading to discrimination based on age, gender, and disability. It involved privacy concerns and lacked transparency, impacting fair administration.",essential_services,profiling_scoring
AIAAIC,AIAAIC1481,Thai auntie unable to buy food after Poor Card facial recognition failure,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/thai-auntie-unable-to-buy-food-after-poor-card-facial-recognition-failure Accuracy/reliability; Human/civil rights Benefits/entitlements loss Thai auntie unable to buy food after Poor Card facial recognition failure,essential_services,deployer,unknown,access_social_protection;privacy_data_protection,other,Auto annotation v0.4 rule-based,essential_services,surveillance_monitor,access_social_protection;privacy_data_protection,unfair_exclusion;procedural_unfairness,0.9,"The facial recognition system used for verifying identity to access benefits failed, preventing access to essential services. This incident involves surveillance technology impacting social protection rights.",essential_services,surveillance_monitor
AIAAIC,AIAAIC007,Idaho Medicaid disability Resource Allocation Model,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/idaho-medicaid-disability-resource-allocation Accuracy/reliability; Fairness Care cuts; Financial loss Idaho Medicaid disability Resource Allocation Model,essential_services,deployer,unknown,access_social_protection;privacy_data_protection,other,Auto annotation v0.4 rule-based,essential_services,resource_allocation,access_social_protection;non_discrimination;good_administration,unfair_exclusion;procedural_unfairness,0.9,"The system allocated Medicaid resources for disability services, impacting eligibility and care levels, thus affecting access to essential services. Issues with fairness and care cuts suggest procedural unfairness and potential discrimination.",essential_services,resource_allocation
AIAAIC,AIAAIC0415,Roermond 'Sensing Project' predictive policing pilot,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/roermond-sensing-project-predictive-policing Accuracy/reliability; Bias/discrimination; Privacy/surveillance Discrimination Roermond 'Sensing Project' predictive policing pilot,essential_services,deployer,unknown,access_social_protection;privacy_data_protection;non_discrimination,unfair_exclusion;privacy_breach,Auto annotation v0.4 rule-based,unknown,surveillance_monitor,privacy_data_protection;non_discrimination,privacy_breach;unfair_exclusion,0.85,"The project involved predictive policing with surveillance components, raising privacy and discrimination concerns. However, the specific domain under Annex III is unclear as it does not directly fit essential services or employment.",essential_services,surveillance_monitor
AIAAIC,AIAAIC0171,New Orleans predictive policing,Privacy/surveillance  New Orleans predictive policing,essential_services,deployer,unknown,access_social_protection;privacy_data_protection,privacy_breach,Auto annotation v0.4 rule-based,unknown,profiling_scoring,privacy_data_protection,privacy_breach,0.85,"The system used predictive analytics to profile individuals for policing purposes, indicating a profiling_scoring pattern. Privacy concerns are evident due to surveillance implications, but the annex domain is unclear without more context on the specific use case.",essential_services,profiling_scoring
AIAAIC,AIAAIC0652,NYPD Domain Awareness System,"https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/nypd-domain-awareness-system Privacy; Bias/discrimination - race, ethnicity; Dual/multi-use  NYPD Domain Awareness System",unknown,deployer,unknown,non_discrimination,unfair_exclusion;privacy_breach,Auto annotation v0.4 rule-based,unknown,surveillance_monitor,privacy_data_protection;non_discrimination,privacy_breach;procedural_unfairness,0.85,"The NYPD Domain Awareness System is a surveillance tool that monitors individuals, raising privacy and discrimination concerns. The system's use of surveillance technology impacts privacy rights and may lead to biased outcomes based on race or ethnicity.",unknown,surveillance_monitor
AIAAIC,AIAAIC0260,Knightscope security robot ignores woman reporting crime,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/knightscope-hp-robocop-ignores-woman-reporting-crime Accuracy/reliability; Anthropomorphism; Employment  Knightscope security robot ignores woman reporting crime,employment,deployer,unknown,non_discrimination;privacy_data_protection,other,Auto annotation v0.4 rule-based,unknown,surveillance_monitor,good_administration,procedural_unfairness,0.85,"The Knightscope robot is primarily used for surveillance and monitoring, but it failed to respond to a crime report, indicating a lack of proper procedural handling. The incident does not clearly fit into employment or essential services domains.",employment,surveillance_monitor
AIAAIC,AIAAIC1352,lllinois ends 'unreliable' child abuse predictive system,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/lllinois-ends-unreliable-child-abuse-predictive-system Accuracy/reliability; Transparency Physical harm lllinois ends 'unreliable' child abuse predictive system,essential_services,deployer,unknown,access_social_protection;privacy_data_protection;good_administration,misinformation_error;procedural_unfairness,Auto annotation v0.4 rule-based,essential_services,profiling_scoring,good_administration,misinformation_error;procedural_unfairness,0.9,"The system was used to predict child abuse risk, impacting child protection decisions under Annex III(5a). It involved profiling/scoring, and issues with accuracy and transparency led to procedural unfairness and misinformation errors.",essential_services,profiling_scoring
AIAAIC,AIAAIC0887,Oregon drops 'unfair' child abuse Safety at Screening tool,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/oregon-dhs-safety-at-screening-tool Accuracy/reliability; Bias/discrimination; Transparency  Oregon drops 'unfair' child abuse Safety at Screening tool,essential_services,deployer,llm_assisted_screening,access_social_protection;privacy_data_protection;good_administration;non_discrimination,unfair_exclusion;procedural_unfairness,Auto annotation v0.4 rule-based,essential_services,classification_triage,non_discrimination;good_administration,unfair_exclusion;procedural_unfairness,0.9,"The tool was used to classify and triage child abuse cases, impacting decisions on child protection services. It was dropped due to issues with bias and lack of transparency, indicating procedural unfairness and discrimination concerns.",essential_services,classification_triage
AIAAIC,AIAAIC0350,"Australia scraps ""robodebt"" welfare debt recovery scheme","https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/australia-scraps-robodebt-welfare-debt-recovery-scheme Accuracy/reliability; Fairness; Privacy/surveillance Financial loss; Bankruptcy; House foreclosure; Anxiety/distress; Loss of life; Reputational damage Australia scraps ""robodebt"" welfare debt recovery scheme",essential_services,deployer,unknown,access_social_protection;privacy_data_protection,privacy_breach,Auto annotation v0.4 rule-based,essential_services,profiling_scoring,access_social_protection;non_discrimination;good_administration,unfair_exclusion;procedural_unfairness,0.95,"The 'robodebt' scheme used automated profiling to assess and recover welfare debts, impacting individuals' access to social protection. It led to unfair exclusions and procedural unfairness due to inaccurate debt calculations and lack of proper oversight.",essential_services,profiling_scoring
AIAAIC,AIAAIC0107,Australia Robodebt welfare debt recovery,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/robodebt-welfare-debt-recovery Accuracy/reliability; Fairness; Privacy Financial loss; Bankruptcy; House foreclosure; Anxiety/distress; Loss of life; Reputational damage Australia Robodebt welfare debt recovery,essential_services,deployer,unknown,access_social_protection;privacy_data_protection,privacy_breach,Auto annotation v0.4 rule-based,essential_services,profiling_scoring,access_social_protection;good_administration;non_discrimination,unfair_exclusion;procedural_unfairness,0.95,"Robodebt used automated profiling to assess and recover alleged welfare overpayments, impacting access to social protection. The system's lack of accuracy and fairness led to procedural unfairness and financial harm to individuals.",essential_services,profiling_scoring
AIAAIC,AIAAIC1642,Utah online dispute resolution system benefits lenders not litigants,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/utah-dispute-resolution-system-benefits-lenders-not-litigants Fairness  Utah online dispute resolution system benefits lenders not litigants,essential_services,deployer,unknown,access_social_protection;privacy_data_protection,other,Auto annotation v0.4 rule-based,unknown,classification_triage,good_administration,procedural_unfairness,0.8,"The system appears to classify and triage disputes, potentially favouring lenders over litigants, indicating procedural unfairness. However, the specific domain under Annex III is unclear from the description provided.",essential_services,classification_triage
AIAAIC,AIAAIC1313,Parivar Pehchan Patra algorithm declares living people dead,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/parivar-pehchan-patra-declares-living-people-dead Accountability; Accuracy/reliability; Human/civil rights; Privacy/surveillance Financial loss; Privacy loss Parivar Pehchan Patra algorithm declares living people dead,unknown,deployer,unknown,good_administration,privacy_breach,Auto annotation v0.4 rule-based,essential_services,classification_triage,good_administration;privacy_data_protection,unfair_exclusion;misinformation_error,0.9,"The system misclassified living individuals as deceased, impacting their access to services and benefits. This classification error highlights issues with accuracy and reliability, leading to misinformation and procedural unfairness.",essential_services,classification_triage
AIAAIC,AIAAIC0939,Iarpa Janus Benchmark-C (IJP-C) dataset,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/iarpa-janus-benchmark-c-ijp-c-dataset Privacy/surveillance; Dual/multi-use Privacy loss Iarpa Janus Benchmark-C (IJP-C) dataset,unknown,deployer,unknown,other,privacy_breach,Auto annotation v0.4 rule-based,unknown,surveillance_monitor,privacy_data_protection,privacy_breach,0.85,"The Iarpa Janus Benchmark-C dataset is used for facial recognition and surveillance purposes, indicating a surveillance monitoring pattern. The primary concern is privacy loss due to the nature of the dataset, but the specific application domain is not clear from the description.",unknown,surveillance_monitor
AIAAIC,AIAAIC0890,India Human Efficiency Tracking System sanitation worker surveillance,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/india-human-efficiency-tracking-sanitation-worker-surveillance Accuracy/reliability; Accountability; Bias/discrimination; Employment; Privacy Privacy loss India Human Efficiency Tracking System sanitation worker surveillance,employment,deployer,unknown,non_discrimination;privacy_data_protection;good_administration,unfair_exclusion;privacy_breach,Auto annotation v0.4 rule-based,employment,surveillance_monitor,privacy_data_protection;non_discrimination,privacy_breach;procedural_unfairness,0.9,"The system monitored sanitation workers, impacting their employment conditions and privacy. It involved surveillance, raising concerns about privacy breaches and potential discrimination.",employment,surveillance_monitor
AIAAIC,AIAAIC0136,"Amazon employees, investors protest US government Rekognition sales","https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/amazon-employees-protest-us-govt-rekognition-sales Accuracy/reliability; Bias/discrimination; Human/civil rights; Privacy/surveillance Discrimination; Privacy loss Amazon employees, investors protest US government Rekognition sales",employment,deployer,unknown,non_discrimination;privacy_data_protection,unfair_exclusion;privacy_breach,Auto annotation v0.4 rule-based,unknown,surveillance_monitor,non_discrimination;privacy_data_protection,privacy_breach;procedural_unfairness,0.85,"Rekognition is a facial recognition system used for surveillance, raising concerns about privacy and discrimination. The incident involves employee and investor protests, but lacks specific details on deployment affecting essential services or employment.",employment,surveillance_monitor
AIAAIC,AIAAIC1970,"Sweden fraud prediction algorithm found to discriminate against women, migrants","https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/sweden-fraud-prediction-algorithm-found-to-discriminate-against-women Accountability; Bias/discrimination; Privacy/surveillance; Transparency  Sweden fraud prediction algorithm found to discriminate against women, migrants",essential_services,deployer,unknown,access_social_protection;privacy_data_protection;good_administration;non_discrimination,unfair_exclusion;privacy_breach;procedural_unfairness,Auto annotation v0.4 rule-based,essential_services,profiling_scoring,non_discrimination;privacy_data_protection;good_administration,unfair_exclusion;procedural_unfairness,0.9,"The fraud prediction algorithm was used to assess eligibility for benefits, impacting essential services. It discriminated against women and migrants, indicating issues with profiling/scoring and non-discrimination rights.",essential_services,profiling_scoring
AIAAIC,AIAAIC1986,North Korea uses AI to covertly place IT workers in western tech companies,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/north-korea-uses-ai-to-place-it-workers-in-western-tech-companies Confidentiality; Authenticity/integrity; Employment; Security; Transparency  North Korea uses AI to covertly place IT workers in western tech companies,employment,deployer,unknown,non_discrimination;privacy_data_protection;good_administration,procedural_unfairness,Auto annotation v0.4 rule-based,employment,profiling_scoring,good_administration;privacy_data_protection,procedural_unfairness;privacy_breach,0.85,"The AI system is used to evaluate and place workers in employment positions, fitting the employment domain. Profiling/scoring is used to match candidates to roles, potentially compromising transparency and data privacy.",employment,profiling_scoring
AIAAIC,AIAAIC025,Starbucks automated shift scheduling system ruins employees' lives,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/starbucks-automated-shift-scheduling Alignment; Autonomy; Employment  Starbucks automated shift scheduling system ruins employees' lives,employment,deployer,unknown,non_discrimination;privacy_data_protection,other,Auto annotation v0.4 rule-based,employment,resource_allocation,non_discrimination;privacy_data_protection,procedural_unfairness,0.9,"The automated scheduling system allocated work shifts, impacting employees' personal lives and job stability, fitting under Annex III(4) for worker management. The resource allocation pattern is appropriate as it involves assigning work schedules.",employment,resource_allocation
AIAAIC,AIAAIC0612,UK Post Office Horizon payment system,"https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/uk-post-office-scandal Accuracy/reliability; Ethics/values; Employment - jobs, pay  UK Post Office Horizon payment system",employment,deployer,unknown,non_discrimination;privacy_data_protection,other,Auto annotation v0.4 rule-based,employment,not_llm,good_administration,unfair_exclusion;procedural_unfairness,0.85,"The Horizon system affected employment by leading to wrongful accusations against postmasters, impacting their jobs and pay. It used traditional algorithmic methods, not LLMs, and lacked transparency and fairness in its operations.",employment,not_llm
AIAAIC,AIAAIC1326,NYPD ends Knightscope K5 security robot trial,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/nypd-ends-knightscope-k5-security-robot-trial Privacy/surveillance Privacy loss NYPD ends Knightscope K5 security robot trial,unknown,deployer,unknown,other,privacy_breach,Auto annotation v0.4 rule-based,unknown,surveillance_monitor,privacy_data_protection,privacy_breach,0.85,"The Knightscope K5 security robot was used for surveillance, raising privacy concerns. The incident primarily involves privacy loss due to surveillance, but lacks specific details on its application within Annex III domains.",unknown,surveillance_monitor
AIAAIC,AIAAIC1051,Malta ditches 'Safe City' video surveillance programme,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/malta-safe-city-video-surveillance Alignment; Privacy/surveillance; Transparency  Malta ditches 'Safe City' video surveillance programme,unknown,deployer,unknown,good_administration,privacy_breach;procedural_unfairness,Auto annotation v0.4 rule-based,unknown,surveillance_monitor,privacy_data_protection;good_administration,privacy_breach;procedural_unfairness,0.85,"The 'Safe City' programme involved video surveillance, which raises privacy and transparency concerns. However, the specific domain of application (e.g., employment, essential services) is not clear from the description.",unknown,surveillance_monitor
AIAAIC,AIAAIC0556,NYPD 'digidog' hostage response draws complaints,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/nypd-digidog Bias/discrimination; Dual use; Privacy/surveillance  NYPD 'digidog' hostage response draws complaints,unknown,deployer,unknown,non_discrimination,unfair_exclusion;privacy_breach,Auto annotation v0.4 rule-based,unknown,surveillance_monitor,privacy_data_protection;non_discrimination,privacy_breach;procedural_unfairness,0.85,"The 'digidog' is used for surveillance and monitoring in law enforcement contexts, raising privacy and discrimination concerns. The incident involves potential bias and privacy issues, but does not clearly fit into Annex III domains.",unknown,surveillance_monitor
AIAAIC,AIAAIC0534,Rikers Island prisoner risk classification system increases violence,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/rikers-island-prisoner-risk-classification-system-increases-violence-50 Accuracy/reliability  Rikers Island prisoner risk classification system increases violence,unknown,deployer,unknown,other,other,Auto annotation v0.4 rule-based,unknown,classification_triage,non_discrimination;good_administration,procedural_unfairness;other,0.85,"The system classified prisoners based on risk, impacting their treatment and potentially increasing violence, indicating issues with accuracy and fairness. The classification_triage pattern fits as it categorises individuals based on risk levels.",unknown,classification_triage
AIAAIC,AIAAIC0441,Suzhou algorithmic social 'civility score' withdrawn after backlash,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/suzhou-social-civility-score-trial Fairness; Privacy/surveillance  Suzhou algorithmic social 'civility score' withdrawn after backlash,unknown,deployer,unknown,other,privacy_breach,Auto annotation v0.4 rule-based,unknown,profiling_scoring,privacy_data_protection;non_discrimination,unfair_exclusion;privacy_breach,0.85,"The system used algorithmic profiling to assign 'civility scores' to individuals, raising concerns about privacy and fairness. However, the specific domain of application (e.g., employment, essential services) is not clear from the description.",unknown,profiling_scoring
AIAAIC,AIAAIC057,LAPD predictive policing,Accuracy/reliability; Effectiveness/value; Bias/discrimination  LAPD predictive policing,essential_services,deployer,unknown,access_social_protection;privacy_data_protection;non_discrimination,unfair_exclusion,Auto annotation v0.4 rule-based,essential_services,profiling_scoring,non_discrimination;good_administration,unfair_exclusion;procedural_unfairness,0.9,"The LAPD's predictive policing system uses profiling to assess crime risk, impacting law enforcement resource allocation. Issues of bias and discrimination suggest non-discrimination rights concerns, while lack of transparency indicates procedural unfairness.",essential_services,profiling_scoring
AIAAIC,AIAAIC056,LAPD 'hot spot' predictive policing,Accuracy/reliability; Bias/discrimination  LAPD 'hot spot' predictive policing,essential_services,deployer,unknown,access_social_protection;privacy_data_protection;non_discrimination,unfair_exclusion,Auto annotation v0.4 rule-based,essential_services,profiling_scoring,non_discrimination;good_administration,unfair_exclusion;procedural_unfairness,0.9,"The LAPD's predictive policing system used profiling to identify crime 'hot spots,' impacting public safety services. Issues of bias and discrimination suggest profiling/scoring, with rights and harms related to fairness and transparency.",essential_services,profiling_scoring
AIAAIC,AIAAIC2087,"Study: Uber dynamic pricing increases passenger fares, lowers driver earnings","https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/uber-dynamic-pricing-increases-passenger-fares-lowers-driver-earnings Accountability; Autonomy/agency; Employment; Environment; Fairness; Transparency  Study: Uber dynamic pricing increases passenger fares, lowers driver earnings",employment,deployer,unknown,non_discrimination;privacy_data_protection;good_administration,procedural_unfairness,Auto annotation v0.4 rule-based,employment,resource_allocation,non_discrimination;good_administration,unfair_exclusion;procedural_unfairness,0.85,"The dynamic pricing algorithm affects driver earnings and passenger fares, impacting employment conditions and fairness. The system allocates pricing dynamically, which can lead to unfair economic outcomes for drivers.",employment,resource_allocation
AIAAIC,AIAAIC2078,"Brian Cranston voice, likeness used without consent to train Sora video generation tool","https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/brian-cranston-voice-likeness-used-without-consent-to-train-sora Accountability; Autonomy/agency; Copyright; Personality rights; Transparency Autonomy/agency loss; IP/copyright loss; Financial loss; Personality rights loss Brian Cranston voice, likeness used without consent to train Sora video generation tool",unknown,deployer,unknown,good_administration,procedural_unfairness,Auto annotation v0.4 rule-based,unknown,unknown,privacy_data_protection,privacy_breach,0.7,"The incident involves unauthorized use of personal data (voice and likeness) for training an AI tool, raising privacy and consent issues. However, it does not fit neatly into Annex III domains, and the system type is unclear from the description.",unknown,unknown
AIAAIC,AIAAIC2049,Deloitte Australia fined for AI error-strewn government report,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/deloitte-australia-fined-for-ai-error-strewn-government-report Accuracy/reliability; Mis/disinformation; Transparency  Deloitte Australia fined for AI error-strewn government report,unknown,deployer,unknown,good_administration,misinformation_error;procedural_unfairness,Auto annotation v0.4 rule-based,unknown,summary_assistant,good_administration,misinformation_error,0.85,"The incident involves an AI system generating a government report, indicating a summary assistant pattern. The errors in the report highlight issues with transparency and accuracy, leading to misinformation.",unknown,summary_assistant
AIAAIC,AIAAIC2003,White House chief of staff targeted in AI-powered security breach,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/white-house-chief-of-staff-targeted-in-ai-powered-security-breach Confidentiality; Privacy/surveillance; Security Privacy loss White House chief of staff targeted in AI-powered security breach,employment,deployer,unknown,non_discrimination;privacy_data_protection,privacy_breach,Auto annotation v0.4 rule-based,unknown,surveillance_monitor,privacy_data_protection,privacy_breach,0.85,"The incident involves an AI-powered security breach targeting an individual's privacy, indicating surveillance or monitoring. However, the specific domain of application under Annex III is unclear from the provided information.",employment,surveillance_monitor
AIAAIC,AIAAIC1962,Brazilian AI-powered welfare app accused of unfairly denying claims,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/brazil-ai-powered-welfare-app-accused-of-unfairly-denying-claims Accessibility; Accountability; Accuracy/reliability; Bias/discrimination; Transparency  Brazilian AI-powered welfare app accused of unfairly denying claims,essential_services,deployer,unknown,access_social_protection;privacy_data_protection;good_administration;non_discrimination,unfair_exclusion;procedural_unfairness,Auto annotation v0.4 rule-based,essential_services,resource_allocation,access_social_protection;non_discrimination;good_administration,unfair_exclusion;procedural_unfairness,0.9,"The AI-powered app was used to determine eligibility for welfare benefits, impacting access to essential services. It likely involved resource allocation decisions, and issues of bias and lack of transparency suggest procedural unfairness.",essential_services,resource_allocation
AIAAIC,AIAAIC1935,White House appears to use AI to calculate tariff rates,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/white-house-appears-to-use-ai-to-calculate-tariff-rates Accountability; Accuracy/reliability; Employment; Transparency  White House appears to use AI to calculate tariff rates,employment,deployer,unknown,non_discrimination;privacy_data_protection;good_administration,procedural_unfairness,Auto annotation v0.4 rule-based,unknown,not_llm,good_administration,procedural_unfairness,0.7,"The use of AI to calculate tariff rates does not clearly fit into any Annex III domain, as it does not directly impact employment or essential services. The system likely uses traditional algorithmic methods for calculation, and concerns about transparency suggest procedural unfairness.",employment,not_llm
AIAAIC,AIAAIC1923,Optifye roasted for shop floor AI surveillance,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/optifye-roasted-for-shop-floor-ai-surveillance Autonomy/agency; Employment; Privacy/surveillance; Transparency  Optifye roasted for shop floor AI surveillance,employment,deployer,unknown,non_discrimination;privacy_data_protection;good_administration,privacy_breach;procedural_unfairness,Auto annotation v0.4 rule-based,employment,surveillance_monitor,privacy_data_protection;good_administration,privacy_breach;procedural_unfairness,0.9,"The AI system was used for workplace monitoring, which falls under Annex III(4) for employment-related AI systems. It involved surveillance of employees, raising privacy and transparency concerns.",employment,surveillance_monitor
AIAAIC,AIAAIC1855,Taiwanese AI repeats Chinese government line,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/taiwanese-ai-repeats-chinese-government-line Accuracy/reliability  Taiwanese AI repeats Chinese government line,unknown,deployer,unknown,other,other,Auto annotation v0.4 rule-based,unknown,misinformation_error,other,misinformation_error,0.7,"The incident involves an AI system repeating potentially biased information, but lacks specific context to classify under Annex III domains. The system's error in repeating misinformation is the primary concern.",unknown,misinformation_error
AIAAIC,AIAAIC1820,"Report: Denmark AI welfare system ""profoundly affects"" mental health","https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/report-denmark-ai-welfare-system-profoundly-affects-mental-health Accuracy/reliability; Bias/discrimination; Privacy/surveillance  Report: Denmark AI welfare system ""profoundly affects"" mental health",essential_services,deployer,unknown,access_social_protection;privacy_data_protection;non_discrimination,unfair_exclusion;privacy_breach,Auto annotation v0.4 rule-based,essential_services,profiling_scoring,non_discrimination;privacy_data_protection;access_social_protection,unfair_exclusion;privacy_breach;procedural_unfairness,0.9,"The AI system in Denmark impacts welfare decisions, affecting access to social protection and potentially discriminating against certain groups. It involves profiling/scoring individuals, raising concerns about bias, privacy, and mental health impacts.",essential_services,profiling_scoring
AIAAIC,AIAAIC1809,Nevada AI student risk model prompts funding controversy,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/nevada-ai-student-risk-model-prompts-funding-controversy Fairness Anxiety/distress; Self-harm Nevada AI student risk model prompts funding controversy,essential_services,deployer,unknown,access_social_protection;privacy_data_protection,other,Auto annotation v0.4 rule-based,unknown,profiling_scoring,non_discrimination;good_administration,unfair_exclusion;procedural_unfairness,0.85,"The AI system used profiling to assess student risk, potentially affecting funding decisions and fairness. However, the specific domain under Annex III is unclear without more context on the system's application.",essential_services,profiling_scoring
ECtHR,10012/03,CASE OF HALMAGIU AND BELLU v. ROMANIA,Case: CASE OF HALMAGIU AND BELLU v. ROMANIA; Articles: P1; Conclusion: Violation of Article 1 of Protocol No. 1 - Protection of property; Keywords: discrimination; social benefits,essential_services,deployer,not_llm,non_discrimination;access_social_protection,procedural_unfairness,ECtHR rights backbone,essential_services,unknown,non_discrimination;access_social_protection,unfair_exclusion,0.85,"The case involves discrimination and issues with access to social benefits, indicating a problem with essential services. The specific system pattern is unclear from the description provided.",essential_services,not_llm
ECtHR,10108/02,CASE OF TETU v. ROMANIA,Case: CASE OF TETU v. ROMANIA; Articles: P1; Conclusion: Violation of Article 1 of Protocol No. 1 - Protection of property; Keywords: discrimination; social benefits,essential_services,deployer,not_llm,non_discrimination;access_social_protection,procedural_unfairness,ECtHR rights backbone,essential_services,unknown,non_discrimination;access_social_protection,unfair_exclusion,0.85,"The case involves discrimination and social benefits, indicating issues with access to essential services. However, the specific AI system pattern is not detailed in the description provided.",essential_services,not_llm
ECtHR,10122/04,CASE OF GURGACH v. RUSSIA,Case: CASE OF GURGACH v. RUSSIA; Articles: P1; Conclusion: Violation of Article 6 - Right to a fair trial (Article 6 - Enforcement proceedings;Article 6-1 - Access to court);Violation of Article 1 of Protocol No. 1 - Protection of property (Article 1 para. 1 of Protocol No. 1 - Peaceful enjoyment of possessions); Keywords: discrimination; social benefits,essential_services,deployer,not_llm,non_discrimination;access_social_protection,procedural_unfairness,ECtHR rights backbone,unknown,unknown,non_discrimination;access_social_protection;good_administration,unfair_exclusion;procedural_unfairness,0.7,"The case involves discrimination and access to social benefits, suggesting issues with social protection and fair administration. However, the lack of specific AI system details makes it impossible to classify under the EU AI Act framework.",essential_services,not_llm
ECtHR,10143/07,CASE OF SOCIEDADE AGRICOLA DO AMEIXIAL; S.A v. PORTUGAL,Case: CASE OF SOCIEDADE AGRICOLA DO AMEIXIAL; S.A v. PORTUGAL; Articles: P1; Conclusion: Violation of Article 1 of Protocol No. 1 - Protection of property (Article 1 para. 1 of Protocol No. 1 - Peaceful enjoyment of possessions); Keywords: discrimination; social benefits,essential_services,deployer,not_llm,non_discrimination;access_social_protection,procedural_unfairness,ECtHR rights backbone,unknown,unknown,non_discrimination;access_social_protection,unfair_exclusion,0.7,"The case involves discrimination and social benefits, suggesting issues with access to social protection and potential discrimination. However, the specific AI system or technology involved is not detailed, making classification difficult.",essential_services,not_llm
ECtHR,10230/05,CASE OF SERSESCU v. ROMANIA,Case: CASE OF SERSESCU v. ROMANIA; Articles: P1; Conclusion: Violation of Article 6 - Right to a fair trial;Violation of Article 1 of Protocol No. 1 - Protection of property; Keywords: discrimination; social benefits,essential_services,deployer,not_llm,non_discrimination;access_social_protection,procedural_unfairness,ECtHR rights backbone,essential_services,unknown,non_discrimination;access_social_protection;good_administration,unfair_exclusion;procedural_unfairness,0.85,"The case involves social benefits and discrimination, indicating issues with access to essential services. The violation of the right to a fair trial suggests procedural unfairness, but the specific AI system pattern is not detailed.",essential_services,not_llm
ECtHR,10245/02,CASE OF MOSOIU AND PASARIN v. ROMANIA,Case: CASE OF MOSOIU AND PASARIN v. ROMANIA; Articles: P1; Conclusion: Violation of Article 1 of Protocol No. 1 - Protection of property; Keywords: discrimination; social benefits,essential_services,deployer,not_llm,non_discrimination;access_social_protection,procedural_unfairness,ECtHR rights backbone,essential_services,unknown,non_discrimination;access_social_protection,unfair_exclusion,0.85,"The case involves discrimination and issues related to social benefits, indicating a problem with access to essential services. The specific system pattern is unclear from the description provided.",essential_services,not_llm
