source,source_id,title,description,annex_domain,actor_role,system_pattern,rights,harms,notes,llm_v2_annex_domain,llm_v2_system_pattern,llm_v2_rights,llm_v2_harms,llm_v2_confidence,llm_v2_rationale,hybrid_v2_annex_domain,hybrid_v2_system_pattern,scenario_id,scenario_name
AIAAIC,AIAAIC1962,Brazilian AI-powered welfare app accused of unfairly denying claims,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/brazil-ai-powered-welfare-app-accused-of-unfairly-denying-claims Accessibility; Accountability; Accuracy/reliability; Bias/discrimination; Transparency  Brazilian AI-powered welfare app accused of unfairly denying claims,essential_services,deployer,unknown,access_social_protection;privacy_data_protection;good_administration;non_discrimination,unfair_exclusion;procedural_unfairness,Auto annotation v0.4 rule-based,essential_services,resource_allocation,access_social_protection;non_discrimination;good_administration,unfair_exclusion;procedural_unfairness,0.9,"The AI-powered app was used to determine eligibility for welfare benefits, impacting access to essential services. It likely involved resource allocation decisions, and issues of bias and lack of transparency suggest procedural unfairness.",essential_services,resource_allocation,A,Welfare / Benefits Eligibility Deployer
AIAAIC,AIAAIC1820,"Report: Denmark AI welfare system ""profoundly affects"" mental health","https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/report-denmark-ai-welfare-system-profoundly-affects-mental-health Accuracy/reliability; Bias/discrimination; Privacy/surveillance  Report: Denmark AI welfare system ""profoundly affects"" mental health",essential_services,deployer,unknown,access_social_protection;privacy_data_protection;non_discrimination,unfair_exclusion;privacy_breach,Auto annotation v0.4 rule-based,essential_services,profiling_scoring,non_discrimination;privacy_data_protection;access_social_protection,unfair_exclusion;privacy_breach;procedural_unfairness,0.9,"The AI system in Denmark impacts welfare decisions, affecting access to social protection and potentially discriminating against certain groups. It involves profiling/scoring individuals, raising concerns about bias, privacy, and mental health impacts.",essential_services,profiling_scoring,A,Welfare / Benefits Eligibility Deployer
AIAAIC,AIAAIC1809,Nevada AI student risk model prompts funding controversy,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/nevada-ai-student-risk-model-prompts-funding-controversy Fairness Anxiety/distress; Self-harm Nevada AI student risk model prompts funding controversy,essential_services,deployer,unknown,access_social_protection;privacy_data_protection,other,Auto annotation v0.4 rule-based,unknown,profiling_scoring,non_discrimination;good_administration,unfair_exclusion;procedural_unfairness,0.85,"The AI system used profiling to assess student risk, potentially affecting funding decisions and fairness. However, the specific domain under Annex III is unclear without more context on the system's application.",essential_services,profiling_scoring,A,Welfare / Benefits Eligibility Deployer
AIAAIC,AIAAIC0269,Austria AMS employment service job seeker predictions,"https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/austria-ams-job-seeker-algorithm | Austria AMS employment service job seeker predictions Govt - employment Assess employability Bias/discrimination - gender, disability, age, location Prediction algorithm",essential_services,deployer,profiling_scoring,non_discrimination,other,Auto annotation v0.5 expansion,employment,profiling_scoring,non_discrimination;good_administration,unfair_exclusion;procedural_unfairness,0.9,"The system assessed employability of job seekers, impacting employment opportunities, thus fitting Annex III(4). It used profiling to predict employability, with noted biases against protected groups.",employment,profiling_scoring,A,Welfare / Benefits Eligibility Deployer
AIAAIC,AIAAIC1055,Netherlands visa applicant over-stay risk assessments,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/netherlands-visa-applicant-over-stay-risk-assessments | Netherlands visa applicant over-stay risk assessments Govt - immigration Assess visa applicant over-stay risk Accountability; Bias/discrimination; Privacy/surveillance; Transparency Risk assessment algorithm,essential_services,deployer,profiling_scoring,non_discrimination;privacy_data_protection;good_administration,other,Auto annotation v0.5 expansion,essential_services,profiling_scoring,non_discrimination;privacy_data_protection;good_administration,unfair_exclusion;procedural_unfairness,0.9,"The system assessed visa applicants' risk of overstaying, impacting their eligibility for entry, thus falling under essential services. It involved profiling/scoring, with concerns about bias, privacy, and transparency.",essential_services,profiling_scoring,A,Welfare / Benefits Eligibility Deployer
AIAAIC,AIAAIC0409,DGFiP tax fraud detection,DGFiP tax fraud detection Govt - tax Identify complex fraud Employment nan,essential_services,deployer,profiling_scoring,other,other,Auto annotation v0.5 expansion,unknown,profiling_scoring,privacy_data_protection;good_administration,procedural_unfairness,0.85,"The system is used for tax fraud detection, which involves profiling and scoring individuals for potential fraud. However, the annex domain is unclear as it does not directly relate to employment or essential services as defined in Annex III.",essential_services,profiling_scoring,A,Welfare / Benefits Eligibility Deployer
AIAAIC,AIAAIC024,Inaccurate test finds most English language test students 'cheated',https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/uk-visa-foreign-language-test-cheating | Inaccurate test finds most English language test students 'cheated' Govt - immigration Detect cheating Accountability; Accuracy/reliability; Transparency Voice recognition,essential_services,deployer,surveillance_monitor,good_administration,misinformation_error,Auto annotation v0.5 expansion,unknown,profiling_scoring,good_administration;non_discrimination,unfair_exclusion;misinformation_error,0.85,"The system inaccurately flagged students as cheaters, impacting their immigration status, which involves profiling/scoring. The incident highlights issues with transparency and accuracy, leading to unfair exclusion based on erroneous information.",essential_services,profiling_scoring,A,Welfare / Benefits Eligibility Deployer
AIAAIC,AIAAIC1720,TennCare automated system accused of illegally denying Medicaid,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/tenncare-automated-system-illegally-denies-people-medicaid | TennCare automated system accused of illegally denying Medicaid Govt - welfare Assess insurance coverage applications Accuracy/reliability; Human/civil rights; Transparency Anomaly Detection; Computer vision; Optical Character Recognition; Machine learning,essential_services,deployer,profiling_scoring,access_social_protection;good_administration,other,Auto annotation v0.5 expansion,essential_services,profiling_scoring,access_social_protection;good_administration,unfair_exclusion;procedural_unfairness,0.9,"The TennCare system evaluated Medicaid eligibility, impacting access to essential services. It used profiling/scoring to assess applications, leading to wrongful denials without transparency or proper appeal mechanisms.",essential_services,profiling_scoring,A,Welfare / Benefits Eligibility Deployer
AIAAIC,AIAAIC042,Facebook illegally lets housing ads exclude ethnic minorities,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/facebook-lets-housing-ads-exclude-ethnic-minorities | Facebook illegally lets housing ads exclude ethnic minorities Govt - housing Manage advertising process Accountability; Bias/discrimination; Transparency Advertising management system,essential_services,deployer,unknown,non_discrimination;good_administration,unfair_exclusion,Auto annotation v0.5 expansion,unknown,profiling_scoring,non_discrimination;good_administration,unfair_exclusion,0.85,"The system used profiling to target housing ads, resulting in discriminatory exclusion of ethnic minorities. While the domain is unclear, the incident clearly involves bias and lack of transparency in ad targeting.",essential_services,profiling_scoring,A,Welfare / Benefits Eligibility Deployer
AIAAIC,AIAAIC1609,France welfare fraud detection algorithm accused of exacerbating inequality,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/cnaf-fraud-detection-algorithm-accused-of-exacerbating-inequality | France welfare fraud detection algorithm accused of exacerbating inequality Govt - welfare Detect fraud Accountability; Accuracy/reliability; Bias/discrimination; Transparency Risk assessment algorithm; Machine learning,essential_services,deployer,profiling_scoring,non_discrimination;access_social_protection;good_administration,other,Auto annotation v0.5 expansion,essential_services,profiling_scoring,non_discrimination;good_administration;access_social_protection,unfair_exclusion;procedural_unfairness,0.9,"The system used a risk assessment algorithm to detect welfare fraud, impacting eligibility for public assistance. It involved profiling/scoring, with concerns about bias and transparency affecting social protection access.",essential_services,profiling_scoring,A,Welfare / Benefits Eligibility Deployer
AIAAIC,AIAAIC1389,Legal challenge launched against 'discriminatory' sham marriage algorithm,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/legal-challenge-launched-against-discriminatory-sham-marriage-algorithm | Legal challenge launched against 'discriminatory' sham marriage algorithm Govt - immigration Detect sham marriages Accountability; Bias/discrimination; Transparency Machine learning,essential_services,deployer,not_llm,non_discrimination;good_administration,other,Auto annotation v0.5 expansion,unknown,profiling_scoring,non_discrimination;good_administration,unfair_exclusion;procedural_unfairness,0.85,"The system used machine learning to profile and detect sham marriages, indicating profiling/scoring. The legal challenge highlights issues of discrimination and lack of transparency, affecting fairness and due process.",essential_services,profiling_scoring,A,Welfare / Benefits Eligibility Deployer
AIAAIC,AIAAIC1551,Danish child protection algorithm criticised for age discrimination,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/danish-child-protection-algorithm-criticised-for-age-discrimination | Danish child protection algorithm criticised for age discrimination Govt - welfare Assess child abuse risk Accuracy/reliability; Bias/discrimination Prediction algorithm; Machine learning,essential_services,deployer,profiling_scoring,non_discrimination;access_social_protection,other,Auto annotation v0.5 expansion,essential_services,profiling_scoring,non_discrimination;good_administration,unfair_exclusion;procedural_unfairness,0.9,"The algorithm assessed risk of child abuse, impacting child protection decisions, thus fitting essential services. It used profiling/scoring to predict risk, and was criticised for age discrimination, indicating bias and lack of fairness.",essential_services,profiling_scoring,A,Welfare / Benefits Eligibility Deployer
AIAAIC,AIAAIC1578,Allegheny child neglect screening system unfairly flags Blacks for investigation,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/allegheny-child-neglect-screening-system-unfairly-flags-blacks | Allegheny child neglect screening system unfairly flags Blacks for investigation Govt - welfare Predict child neglect/abuse Accuracy/reliability; Bias/discrimination Prediction algorithm,essential_services,deployer,profiling_scoring,non_discrimination;access_social_protection,other,Auto annotation v0.5 expansion,essential_services,profiling_scoring,non_discrimination;good_administration,unfair_exclusion;procedural_unfairness,0.95,"The system is used for child protection decisions, impacting essential services. It employs profiling/scoring to predict child neglect, with evidence of bias against Black individuals leading to unfair investigations.",essential_services,profiling_scoring,A,Welfare / Benefits Eligibility Deployer
AIAAIC,AIAAIC1579,Allegheny child neglect screening tool may harden bias against people with disabilities,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/allegheny-child-neglect-screening-tool-may-harden-bias-against-the-disabled | Allegheny child neglect screening tool may harden bias against people with disabilities Govt - welfare Predict child neglect/abuse Accuracy/reliability; Bias/discrimination Prediction algorithm,essential_services,deployer,profiling_scoring,non_discrimination;access_social_protection,other,Auto annotation v0.5 expansion,essential_services,profiling_scoring,non_discrimination;good_administration,unfair_exclusion;procedural_unfairness,0.9,"The tool is used in child protection decisions, affecting access to essential services. It employs profiling/scoring to predict neglect, with concerns about bias against disabled individuals indicating discrimination and procedural unfairness.",essential_services,profiling_scoring,A,Welfare / Benefits Eligibility Deployer
AIAAIC,AIAAIC1183,Family-Match adoption algorithm fails to live up to promises,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/adoption-algorithm-fails-to-live-up-to-matchmaking-promises | Family-Match adoption algorithm fails to live up to promises Govt - welfare Predict adoption effectiveness Accuracy/reliability; Transparency Prediction algorithm; Machine learning,essential_services,deployer,profiling_scoring,access_social_protection;good_administration,other,Auto annotation v0.5 expansion,essential_services,profiling_scoring,good_administration,misinformation_error;procedural_unfairness,0.85,"The Family-Match system is used in the context of welfare services to predict adoption matches, impacting child protection decisions. It uses a prediction algorithm, indicating profiling/scoring, and issues with accuracy and transparency suggest misinformation and procedural unfairness.",essential_services,profiling_scoring,A,Welfare / Benefits Eligibility Deployer
AIAAIC,AIAAIC0265,UK visa applications streaming,"https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/uk-visa-applications-filtering-racism | UK visa applications streaming Govt - immigration Assess visa applications Bias/discrimination - race, ethnicity Risk assessment algorithm",essential_services,deployer,profiling_scoring,non_discrimination,other,Auto annotation v0.5 expansion,essential_services,profiling_scoring,non_discrimination;good_administration,unfair_exclusion;procedural_unfairness,0.9,"The system used risk assessment algorithms to filter visa applications, impacting immigration decisions and access to services. Evidence of racial and ethnic bias indicates profiling/scoring with discriminatory outcomes.",essential_services,profiling_scoring,A,Welfare / Benefits Eligibility Deployer
AIAAIC,AIAAIC0886,Allegheny County child neglect screening system,"https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/allegheny-county-child-neglect-screening | Allegheny County child neglect screening system Govt - welfare Predict child neglect/abuse Accuracy/reliability; Bias/discrimination - race, ethnicity, disability Prediction algorithm",essential_services,deployer,profiling_scoring,non_discrimination;access_social_protection,other,Auto annotation v0.5 expansion,essential_services,profiling_scoring,non_discrimination;good_administration,unfair_exclusion;procedural_unfairness,0.9,"The system is used for child protection decisions, impacting essential services. It uses profiling/scoring to predict neglect, with concerns about bias and lack of transparency in decision-making.",essential_services,profiling_scoring,A,Welfare / Benefits Eligibility Deployer
AIAAIC,AIAAIC0863,Microsoft Plataforma Tecnológica de Intervención Social,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/microsoft-plataforma-tecnol%C3%B3gica-de-intervenci%C3%B3n-social | Microsoft Plataforma Tecnológica de Intervención Social Govt - welfare; Govt - health Predict teenager pregnancy Accuracy/reliability; Alignment; Bias/discrimination - income; Effectiveness/value; Privacy  Prediction algorithm; Personality analysis ,essential_services,deployer,profiling_scoring,non_discrimination;privacy_data_protection;access_social_protection,other,Auto annotation v0.5 expansion,essential_services,profiling_scoring,non_discrimination;privacy_data_protection;good_administration,unfair_exclusion;procedural_unfairness,0.9,"The system was used to predict teenage pregnancy, impacting access to social and health services, fitting Annex III(5a). It involved profiling/scoring individuals, raising concerns about bias, privacy, and transparency.",essential_services,profiling_scoring,A,Welfare / Benefits Eligibility Deployer
AIAAIC,AIAAIC0793,South Korea immigration shares travellers' facial data without consent,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/s-korea-immigration-facial-recognition-sharing | South Korea immigration shares travellers' facial data without consent Govt - immigration Identify travellers; Predict security breaches Privacy/surveillance; Transparency Facial recognition,essential_services,deployer,profiling_scoring,privacy_data_protection;good_administration,other,Auto annotation v0.5 expansion,unknown,surveillance_monitor,privacy_data_protection,privacy_breach,0.85,"The incident involves unauthorized sharing of facial recognition data, indicating a surveillance monitoring system. However, the domain is unclear as it pertains to immigration and security, which do not fit neatly into Annex III categories.",essential_services,surveillance_monitor,A,Welfare / Benefits Eligibility Deployer
AIAAIC,AIAAIC0777,BOSCO electricity subsidy assessment,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/bosco-electricity-subsidy-assessment | BOSCO electricity subsidy assessment Govt - energy Assess electricity subsidy eligibility Accuracy/reliability; Accountability; Bias/discrimination - income; Copyright nan,essential_services,deployer,unknown,non_discrimination;access_social_protection;good_administration,other,Auto annotation v0.5 expansion,essential_services,resource_allocation,non_discrimination;good_administration,unfair_exclusion;procedural_unfairness,0.9,"The BOSCO system assessed eligibility for electricity subsidies, impacting access to essential services. It involved resource allocation and raised concerns about bias and accountability, indicating issues with fairness and transparency.",essential_services,resource_allocation,A,Welfare / Benefits Eligibility Deployer
USFED,Conversation Training and Feedback Simulator,Conversation Training and Feedback Simulator,"TSA's Training and Development office is using an off-the-shelf, on-demand, employee learning/training platform which contains commercial training on many topics tailored to each user's interests and skill level to support their personalized training plans and goals. One available component of the platform uses a large language model (LLM) as part of an interactive, dialogue-style training functionality to communicate with and advise the learner to develop critical non-security sensitive soft skills such as customer service and communicating on difficult topics. Text responses to questions or answers to a question",employment,deployer,llm_decision_support,non_discrimination;privacy_data_protection,other,Auto annotation v0.4 rule-based,employment,llm_decision_support,good_administration,other,0.85,"The system is used for employee training and development, which falls under worker management functions in Annex III(4). It employs an LLM for interactive training, fitting the llm_decision_support pattern.",employment,llm_decision_support,B,Public-Sector Recruitment AI (Annex III/4)
AIAAIC,AIAAIC0260,Knightscope security robot ignores woman reporting crime,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/knightscope-hp-robocop-ignores-woman-reporting-crime Accuracy/reliability; Anthropomorphism; Employment  Knightscope security robot ignores woman reporting crime,employment,deployer,unknown,non_discrimination;privacy_data_protection,other,Auto annotation v0.4 rule-based,unknown,surveillance_monitor,good_administration,procedural_unfairness,0.85,"The Knightscope robot is primarily used for surveillance and monitoring, but it failed to respond to a crime report, indicating a lack of proper procedural handling. The incident does not clearly fit into employment or essential services domains.",employment,surveillance_monitor,B,Public-Sector Recruitment AI (Annex III/4)
AIAAIC,AIAAIC0890,India Human Efficiency Tracking System sanitation worker surveillance,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/india-human-efficiency-tracking-sanitation-worker-surveillance Accuracy/reliability; Accountability; Bias/discrimination; Employment; Privacy Privacy loss India Human Efficiency Tracking System sanitation worker surveillance,employment,deployer,unknown,non_discrimination;privacy_data_protection;good_administration,unfair_exclusion;privacy_breach,Auto annotation v0.4 rule-based,employment,surveillance_monitor,privacy_data_protection;non_discrimination,privacy_breach;procedural_unfairness,0.9,"The system monitored sanitation workers, impacting their employment conditions and privacy. It involved surveillance, raising concerns about privacy breaches and potential discrimination.",employment,surveillance_monitor,B,Public-Sector Recruitment AI (Annex III/4)
AIAAIC,AIAAIC0136,"Amazon employees, investors protest US government Rekognition sales","https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/amazon-employees-protest-us-govt-rekognition-sales Accuracy/reliability; Bias/discrimination; Human/civil rights; Privacy/surveillance Discrimination; Privacy loss Amazon employees, investors protest US government Rekognition sales",employment,deployer,unknown,non_discrimination;privacy_data_protection,unfair_exclusion;privacy_breach,Auto annotation v0.4 rule-based,unknown,surveillance_monitor,non_discrimination;privacy_data_protection,privacy_breach;procedural_unfairness,0.85,"Rekognition is a facial recognition system used for surveillance, raising concerns about privacy and discrimination. The incident involves employee and investor protests, but lacks specific details on deployment affecting essential services or employment.",employment,surveillance_monitor,B,Public-Sector Recruitment AI (Annex III/4)
AIAAIC,AIAAIC1986,North Korea uses AI to covertly place IT workers in western tech companies,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/north-korea-uses-ai-to-place-it-workers-in-western-tech-companies Confidentiality; Authenticity/integrity; Employment; Security; Transparency  North Korea uses AI to covertly place IT workers in western tech companies,employment,deployer,unknown,non_discrimination;privacy_data_protection;good_administration,procedural_unfairness,Auto annotation v0.4 rule-based,employment,profiling_scoring,good_administration;privacy_data_protection,procedural_unfairness;privacy_breach,0.85,"The AI system is used to evaluate and place workers in employment positions, fitting the employment domain. Profiling/scoring is used to match candidates to roles, potentially compromising transparency and data privacy.",employment,profiling_scoring,B,Public-Sector Recruitment AI (Annex III/4)
AIAAIC,AIAAIC025,Starbucks automated shift scheduling system ruins employees' lives,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/starbucks-automated-shift-scheduling Alignment; Autonomy; Employment  Starbucks automated shift scheduling system ruins employees' lives,employment,deployer,unknown,non_discrimination;privacy_data_protection,other,Auto annotation v0.4 rule-based,employment,resource_allocation,non_discrimination;privacy_data_protection,procedural_unfairness,0.9,"The automated scheduling system allocated work shifts, impacting employees' personal lives and job stability, fitting under Annex III(4) for worker management. The resource allocation pattern is appropriate as it involves assigning work schedules.",employment,resource_allocation,B,Public-Sector Recruitment AI (Annex III/4)
AIAAIC,AIAAIC0612,UK Post Office Horizon payment system,"https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/uk-post-office-scandal Accuracy/reliability; Ethics/values; Employment - jobs, pay  UK Post Office Horizon payment system",employment,deployer,unknown,non_discrimination;privacy_data_protection,other,Auto annotation v0.4 rule-based,employment,not_llm,good_administration,unfair_exclusion;procedural_unfairness,0.85,"The Horizon system affected employment by leading to wrongful accusations against postmasters, impacting their jobs and pay. It used traditional algorithmic methods, not LLMs, and lacked transparency and fairness in its operations.",employment,not_llm,B,Public-Sector Recruitment AI (Annex III/4)
AIAAIC,AIAAIC2087,"Study: Uber dynamic pricing increases passenger fares, lowers driver earnings","https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/uber-dynamic-pricing-increases-passenger-fares-lowers-driver-earnings Accountability; Autonomy/agency; Employment; Environment; Fairness; Transparency  Study: Uber dynamic pricing increases passenger fares, lowers driver earnings",employment,deployer,unknown,non_discrimination;privacy_data_protection;good_administration,procedural_unfairness,Auto annotation v0.4 rule-based,employment,resource_allocation,non_discrimination;good_administration,unfair_exclusion;procedural_unfairness,0.85,"The dynamic pricing algorithm affects driver earnings and passenger fares, impacting employment conditions and fairness. The system allocates pricing dynamically, which can lead to unfair economic outcomes for drivers.",employment,resource_allocation,B,Public-Sector Recruitment AI (Annex III/4)
AIAAIC,AIAAIC2003,White House chief of staff targeted in AI-powered security breach,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/white-house-chief-of-staff-targeted-in-ai-powered-security-breach Confidentiality; Privacy/surveillance; Security Privacy loss White House chief of staff targeted in AI-powered security breach,employment,deployer,unknown,non_discrimination;privacy_data_protection,privacy_breach,Auto annotation v0.4 rule-based,unknown,surveillance_monitor,privacy_data_protection,privacy_breach,0.85,"The incident involves an AI-powered security breach targeting an individual's privacy, indicating surveillance or monitoring. However, the specific domain of application under Annex III is unclear from the provided information.",employment,surveillance_monitor,B,Public-Sector Recruitment AI (Annex III/4)
AIAAIC,AIAAIC1935,White House appears to use AI to calculate tariff rates,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/white-house-appears-to-use-ai-to-calculate-tariff-rates Accountability; Accuracy/reliability; Employment; Transparency  White House appears to use AI to calculate tariff rates,employment,deployer,unknown,non_discrimination;privacy_data_protection;good_administration,procedural_unfairness,Auto annotation v0.4 rule-based,unknown,not_llm,good_administration,procedural_unfairness,0.7,"The use of AI to calculate tariff rates does not clearly fit into any Annex III domain, as it does not directly impact employment or essential services. The system likely uses traditional algorithmic methods for calculation, and concerns about transparency suggest procedural unfairness.",employment,not_llm,B,Public-Sector Recruitment AI (Annex III/4)
AIAAIC,AIAAIC1923,Optifye roasted for shop floor AI surveillance,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/optifye-roasted-for-shop-floor-ai-surveillance Autonomy/agency; Employment; Privacy/surveillance; Transparency  Optifye roasted for shop floor AI surveillance,employment,deployer,unknown,non_discrimination;privacy_data_protection;good_administration,privacy_breach;procedural_unfairness,Auto annotation v0.4 rule-based,employment,surveillance_monitor,privacy_data_protection;good_administration,privacy_breach;procedural_unfairness,0.9,"The AI system was used for workplace monitoring, which falls under Annex III(4) for employment-related AI systems. It involved surveillance of employees, raising privacy and transparency concerns.",employment,surveillance_monitor,B,Public-Sector Recruitment AI (Annex III/4)
AIAAIC,AIAAIC0269,Austria AMS employment service job seeker predictions,"https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/austria-ams-job-seeker-algorithm | Austria AMS employment service job seeker predictions Govt - employment Assess employability Bias/discrimination - gender, disability, age, location Prediction algorithm",essential_services,deployer,profiling_scoring,non_discrimination,other,Auto annotation v0.5 expansion,employment,profiling_scoring,non_discrimination;good_administration,unfair_exclusion;procedural_unfairness,0.9,"The system assessed employability of job seekers, impacting employment opportunities, thus fitting Annex III(4). It used profiling to predict employability, with noted biases against protected groups.",employment,profiling_scoring,B,Public-Sector Recruitment AI (Annex III/4)
AIAAIC,AIAAIC0579,HireVue recruitment facial analysis screening,"https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/hirevue-recruitment-facial-analysis-screening | HireVue recruitment facial analysis screening Business/professional services Improve recruitment efficiency & effectiveness Accuracy/reliability; Bias/discrimination - gender, disability; Privacy Facial analysis; Facial recognition; Behavioural analysis; NLP/text analysis",essential_services,deployer,surveillance_monitor,non_discrimination;privacy_data_protection,other,Auto annotation v0.5 expansion,employment,llm_assisted_screening,non_discrimination;privacy_data_protection,unfair_exclusion;procedural_unfairness,0.9,"HireVue uses AI, including facial and behavioural analysis, to screen candidates, impacting recruitment decisions. The system raises concerns about bias and privacy, fitting the LLM-assisted screening pattern due to its use of advanced AI techniques.",employment,llm_assisted_screening,B,Public-Sector Recruitment AI (Annex III/4)
AIAAIC,AIAAIC2114,Facebook job ad algorithm ruled sexist by French regulator,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/facebook-job-ad-algorithm-ruled-sexist-by-french-regulator | Facebook job ad algorithm ruled sexist by French regulator Business/professional services Deliver job advertisements Accountability; Bias/discrimination; Human/civil rights; Transparency Machine learning; Prediction algorithm,employment,deployer,profiling_scoring,non_discrimination;good_administration,other,Auto annotation v0.5 expansion,employment,profiling_scoring,non_discrimination;good_administration,unfair_exclusion,0.9,"The algorithm was used to deliver job advertisements, impacting recruitment and selection processes, thus fitting under employment. It involved profiling and scoring to target ads, leading to discriminatory practices.",employment,profiling_scoring,B,Public-Sector Recruitment AI (Annex III/4)
AIAAIC,AIAAIC1510,Youth advocacy worker misidentified by Met Police facial recognition system,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/youth-advocacy-worker-misidentified-by-met-police-facial-recognition-system | Youth advocacy worker misidentified by Met Police facial recognition system Govt - police Identify criminal suspects Accuracy/reliability; Human/civil rights Facial recognition,employment,deployer,surveillance_monitor,other,other,Auto annotation v0.5 expansion,unknown,surveillance_monitor,privacy_data_protection;non_discrimination,unfair_exclusion;procedural_unfairness,0.9,"The incident involves facial recognition technology used for surveillance and identification, which misidentified an individual, raising privacy and discrimination concerns. The system pattern is surveillance_monitor due to its use in monitoring and identifying individuals.",employment,surveillance_monitor,B,Public-Sector Recruitment AI (Annex III/4)
AIAAIC,AIAAIC1018,USPS algorithmic system cuts rural letter carrier pay,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/usps-rural-letter-carrier-algorithmic-pay-cuts | USPS algorithmic system cuts rural letter carrier pay Govt - postal Calculate pay Employment; Transparency Pay algorithm,employment,deployer,not_llm,good_administration,other,Auto annotation v0.5 expansion,employment,not_llm,good_administration;non_discrimination,unfair_exclusion;procedural_unfairness,0.9,"The USPS system calculated pay for rural letter carriers, impacting employment conditions and potentially leading to unfair pay cuts. The lack of transparency and potential bias in pay calculation indicate issues with good administration and non-discrimination.",employment,not_llm,B,Public-Sector Recruitment AI (Annex III/4)
AIAAIC,AIAAIC0339,Poland forced to scrap unemployed worker profiling system,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/poland-forced-to-scrap-unemployed-worker-profiling-system | Poland forced to scrap unemployed worker profiling system Govt - employment Assess unemployed worker support needs Alignment; Bias/discrimination; Fairness; Privacy/surveillance Prediction algorithm,employment,deployer,profiling_scoring,non_discrimination;privacy_data_protection,other,Auto annotation v0.5 expansion,employment,profiling_scoring,non_discrimination;privacy_data_protection;good_administration,unfair_exclusion;procedural_unfairness,0.9,"The system profiled unemployed workers to assess support needs, impacting employment-related decisions. It involved profiling/scoring, raising concerns about bias, privacy, and fairness in decision-making.",employment,profiling_scoring,B,Public-Sector Recruitment AI (Annex III/4)
AIAAIC,AIAAIC0654,ID.me unemployment benefit facial recognition,"https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/id-me-facial-recognition-identity-verification Accuracy/reliability; Privacy; Security; Bias/discrimination - race, ethnicity  ID.me unemployment benefit facial recognition",essential_services,deployer,unknown,access_social_protection;privacy_data_protection;non_discrimination,unfair_exclusion;privacy_breach,Auto annotation v0.4 rule-based,essential_services,surveillance_monitor,privacy_data_protection;non_discrimination;access_social_protection,unfair_exclusion;privacy_breach;procedural_unfairness,0.9,"The facial recognition system was used to verify identities for unemployment benefits, impacting access to essential services. Issues with accuracy, bias, and privacy indicate surveillance monitoring concerns and potential discrimination.",essential_services,surveillance_monitor,C,Surveillance / Biometric Monitoring in Public Services
