source,source_id,title,description,annex_domain,actor_role,system_pattern,rights,harms,notes,llm_v2_annex_domain,llm_v2_system_pattern,llm_v2_rights,llm_v2_harms,llm_v2_confidence,llm_v2_rationale,hybrid_v2_annex_domain,hybrid_v2_system_pattern,root_cause,mitigation_reported,source_type
AIAAIC,AIAAIC053,Arkansas ARChoices Medicaid resource allocation system,"https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/arkansas-dhs-archoices-rugs-algorithm Accountability; Accuracy/reliability; Bias/discrimination - disability, age; Transparency Care cuts; Financial loss; Health deterioration; Anxiety/distress Arkansas ARChoices Medicaid resource allocation system",essential_services,deployer,unknown,access_social_protection;privacy_data_protection;good_administration;non_discrimination,unfair_exclusion;procedural_unfairness,Auto annotation v0.4 rule-based,essential_services,resource_allocation,access_social_protection;non_discrimination;good_administration,unfair_exclusion,0.9,"System allocated Medicaid resources and care services, directly affecting eligibility for public healthcare benefits under Annex III(5a). The resource allocation pattern fits as it determines distribution of healthcare services to beneficiaries.",essential_services,resource_allocation,unknown,none_reported,news_article
AIAAIC,AIAAIC0268,PSZ Syriusz unemployment worker profiling,"https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/poland-psz-unemployment-scoring-algorithm Appropriateness/need; Bias/discrimination - age, gender, disability; Effectiveness/value; Fairness; Privacy/surveillance Discrimination; Privacy loss PSZ Syriusz unemployment worker profiling",essential_services,deployer,llm_assisted_screening,access_social_protection;privacy_data_protection;non_discrimination,unfair_exclusion;privacy_breach,Auto annotation v0.4 rule-based,essential_services,profiling_scoring,non_discrimination;privacy_data_protection;access_social_protection,unfair_exclusion;procedural_unfairness,0.9,"System profiles unemployed workers likely for benefit eligibility or job placement decisions, affecting access to social protection services. The profiling involves discrimination concerns across age, gender, and disability characteristics.",essential_services,profiling_scoring,technology_failure,none_reported,news_article
AIAAIC,AIAAIC1481,Thai auntie unable to buy food after Poor Card facial recognition failure,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/thai-auntie-unable-to-buy-food-after-poor-card-facial-recognition-failure Accuracy/reliability; Human/civil rights Benefits/entitlements loss Thai auntie unable to buy food after Poor Card facial recognition failure,essential_services,deployer,unknown,access_social_protection;privacy_data_protection,other,Auto annotation v0.4 rule-based,essential_services,surveillance_monitor,access_social_protection;privacy_data_protection,unfair_exclusion,0.9,"System uses facial recognition to verify eligibility for welfare benefits (Poor Card program), directly affecting access to social protection. The biometric monitoring/verification constitutes surveillance technology for benefit access control.",essential_services,surveillance_monitor,technology_failure,none_reported,news_article
AIAAIC,AIAAIC007,Idaho Medicaid disability Resource Allocation Model,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/idaho-medicaid-disability-resource-allocation Accuracy/reliability; Fairness Care cuts; Financial loss Idaho Medicaid disability Resource Allocation Model,essential_services,deployer,unknown,access_social_protection;privacy_data_protection,other,Auto annotation v0.4 rule-based,essential_services,resource_allocation,access_social_protection;non_discrimination;good_administration,unfair_exclusion,0.9,"System allocated Medicaid disability resources/benefits, directly affecting access to healthcare and social protection services. The resource allocation pattern fits as it determines benefit levels and care distribution for disabled individuals.",essential_services,resource_allocation,unknown,none_reported,news_article
AIAAIC,AIAAIC0415,Roermond 'Sensing Project' predictive policing pilot,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/roermond-sensing-project-predictive-policing Accuracy/reliability; Bias/discrimination; Privacy/surveillance Discrimination Roermond 'Sensing Project' predictive policing pilot,essential_services,deployer,unknown,access_social_protection;privacy_data_protection;non_discrimination,unfair_exclusion;privacy_breach,Auto annotation v0.4 rule-based,unknown,profiling_scoring,non_discrimination;privacy_data_protection,unfair_exclusion;privacy_breach,0.7,"The system appears to use predictive algorithms for policing risk assessment, involving profiling and surveillance concerns. However, without more details about whether this affects public services or employment decisions, the Annex III domain classification is uncertain.",essential_services,profiling_scoring,unknown,none_reported,news_article
AIAAIC,AIAAIC0171,New Orleans predictive policing,Privacy/surveillance  New Orleans predictive policing,essential_services,deployer,unknown,access_social_protection;privacy_data_protection,privacy_breach,Auto annotation v0.4 rule-based,unknown,profiling_scoring,privacy_data_protection;non_discrimination,privacy_breach,0.7,"Predictive policing systems typically use algorithmic profiling to assess crime risk in areas or individuals. While this involves surveillance concerns, it doesn't clearly fit employment or essential services domains based on the limited description.",essential_services,profiling_scoring,unknown,none_reported,news_article
AIAAIC,AIAAIC0652,NYPD Domain Awareness System,"https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/nypd-domain-awareness-system Privacy; Bias/discrimination - race, ethnicity; Dual/multi-use  NYPD Domain Awareness System",unknown,deployer,unknown,non_discrimination,unfair_exclusion;privacy_breach,Auto annotation v0.4 rule-based,unknown,surveillance_monitor,privacy_data_protection;non_discrimination,privacy_breach;procedural_unfairness,0.7,The system appears to be a surveillance/monitoring platform used by police with documented privacy and racial bias issues. Cannot determine if it falls under employment or essential services domains from the limited description provided.,unknown,surveillance_monitor,unknown,none_reported,news_article
AIAAIC,AIAAIC0260,Knightscope security robot ignores woman reporting crime,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/knightscope-hp-robocop-ignores-woman-reporting-crime Accuracy/reliability; Anthropomorphism; Employment  Knightscope security robot ignores woman reporting crime,employment,deployer,unknown,non_discrimination;privacy_data_protection,other,Auto annotation v0.4 rule-based,unknown,chatbot,good_administration,procedural_unfairness,0.7,The security robot appears to be a conversational system that failed to properly respond to a crime report. Cannot determine if this falls under employment or essential services domains from the limited description provided.,employment,chatbot,technology_failure,none_reported,news_article
AIAAIC,AIAAIC1352,lllinois ends 'unreliable' child abuse predictive system,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/lllinois-ends-unreliable-child-abuse-predictive-system Accuracy/reliability; Transparency Physical harm lllinois ends 'unreliable' child abuse predictive system,essential_services,deployer,unknown,access_social_protection;privacy_data_protection;good_administration,misinformation_error;procedural_unfairness,Auto annotation v0.4 rule-based,essential_services,profiling_scoring,good_administration;non_discrimination,unfair_exclusion;procedural_unfairness,0.9,"System assessed risk of child abuse for child protection decisions by public authorities, falling under Annex III(5a). The predictive nature indicates a profiling/scoring system that created risk assessments about families.",essential_services,profiling_scoring,technology_failure,System ended due to unreliability concerns,news_article
AIAAIC,AIAAIC0887,Oregon drops 'unfair' child abuse Safety at Screening tool,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/oregon-dhs-safety-at-screening-tool Accuracy/reliability; Bias/discrimination; Transparency  Oregon drops 'unfair' child abuse Safety at Screening tool,essential_services,deployer,llm_assisted_screening,access_social_protection;privacy_data_protection;good_administration;non_discrimination,unfair_exclusion;procedural_unfairness,Auto annotation v0.4 rule-based,essential_services,profiling_scoring,non_discrimination;good_administration;access_social_protection,unfair_exclusion;procedural_unfairness,0.9,"The Safety at Screening tool assessed risk in child protection cases, which affects access to essential services and child welfare decisions. It used algorithmic profiling/scoring to evaluate abuse risk but was deemed unfair and biased.",essential_services,profiling_scoring,technology_failure,Oregon dropped the Safety at Screening tool,news_article
AIAAIC,AIAAIC0350,"Australia scraps ""robodebt"" welfare debt recovery scheme","https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/australia-scraps-robodebt-welfare-debt-recovery-scheme Accuracy/reliability; Fairness; Privacy/surveillance Financial loss; Bankruptcy; House foreclosure; Anxiety/distress; Loss of life; Reputational damage Australia scraps ""robodebt"" welfare debt recovery scheme",essential_services,deployer,unknown,access_social_protection;privacy_data_protection,privacy_breach,Auto annotation v0.4 rule-based,essential_services,profiling_scoring,access_social_protection;non_discrimination;good_administration,unfair_exclusion;procedural_unfairness,0.95,"The robodebt system automatically calculated welfare debt and pursued recovery, directly affecting citizens' access to social benefits. It used algorithmic profiling to identify alleged overpayments, leading to wrongful debt notices and severe financial harm.",essential_services,profiling_scoring,technology_failure,Robodebt scheme scrapped by Australian government,news_article
AIAAIC,AIAAIC0107,Australia Robodebt welfare debt recovery,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/robodebt-welfare-debt-recovery Accuracy/reliability; Fairness; Privacy Financial loss; Bankruptcy; House foreclosure; Anxiety/distress; Loss of life; Reputational damage Australia Robodebt welfare debt recovery,essential_services,deployer,unknown,access_social_protection;privacy_data_protection,privacy_breach,Auto annotation v0.4 rule-based,essential_services,profiling_scoring,access_social_protection;non_discrimination;good_administration,unfair_exclusion;procedural_unfairness,0.9,"System automatically calculated welfare debt and pursued recovery from citizens, affecting access to social protection benefits. The profiling/scoring pattern fits as it assessed individuals for debt liability based on algorithmic analysis.",essential_services,profiling_scoring,technology_failure,none_reported,news_article
AIAAIC,AIAAIC1642,Utah online dispute resolution system benefits lenders not litigants,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/utah-dispute-resolution-system-benefits-lenders-not-litigants Fairness  Utah online dispute resolution system benefits lenders not litigants,essential_services,deployer,unknown,access_social_protection;privacy_data_protection,other,Auto annotation v0.4 rule-based,essential_services,classification_triage,non_discrimination;good_administration,unfair_exclusion;procedural_unfairness,0.8,"The system appears to be used by public authorities for dispute resolution, which affects access to justice and fair administration. It classifies/triages disputes but systematically favors one party over another, indicating algorithmic bias.",essential_services,classification_triage,unknown,none_reported,news_article
AIAAIC,AIAAIC1313,Parivar Pehchan Patra algorithm declares living people dead,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/parivar-pehchan-patra-declares-living-people-dead Accountability; Accuracy/reliability; Human/civil rights; Privacy/surveillance Financial loss; Privacy loss Parivar Pehchan Patra algorithm declares living people dead,unknown,deployer,unknown,good_administration,privacy_breach,Auto annotation v0.4 rule-based,essential_services,classification_triage,access_social_protection;good_administration,unfair_exclusion;misinformation_error,0.85,"The system appears to classify citizens' vital status for government records/benefits, affecting access to social protection when incorrectly declaring people dead. This represents a classification error with severe consequences for benefit eligibility.",essential_services,classification_triage,technology_failure,none_reported,news_article
AIAAIC,AIAAIC0939,Iarpa Janus Benchmark-C (IJP-C) dataset,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/iarpa-janus-benchmark-c-ijp-c-dataset Privacy/surveillance; Dual/multi-use Privacy loss Iarpa Janus Benchmark-C (IJP-C) dataset,unknown,deployer,unknown,other,privacy_breach,Auto annotation v0.4 rule-based,unknown,surveillance_monitor,privacy_data_protection,privacy_breach,0.6,"The description indicates a surveillance-related dataset with privacy concerns, but lacks sufficient detail to determine if it's used in employment or essential services contexts. The system appears to involve facial recognition or biometric surveillance based on the Janus benchmark reference.",unknown,surveillance_monitor,unknown,none_reported,news_article
AIAAIC,AIAAIC0890,India Human Efficiency Tracking System sanitation worker surveillance,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/india-human-efficiency-tracking-sanitation-worker-surveillance Accuracy/reliability; Accountability; Bias/discrimination; Employment; Privacy Privacy loss India Human Efficiency Tracking System sanitation worker surveillance,employment,deployer,unknown,non_discrimination;privacy_data_protection;good_administration,unfair_exclusion;privacy_breach,Auto annotation v0.4 rule-based,employment,surveillance_monitor,privacy_data_protection;non_discrimination,privacy_breach;procedural_unfairness,0.9,"System monitored sanitation workers' efficiency and activities, constituting workplace surveillance under Annex III(4) employment provisions. The surveillance monitoring pattern fits as it tracks worker behavior and performance.",employment,surveillance_monitor,unknown,none_reported,news_article
AIAAIC,AIAAIC0136,"Amazon employees, investors protest US government Rekognition sales","https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/amazon-employees-protest-us-govt-rekognition-sales Accuracy/reliability; Bias/discrimination; Human/civil rights; Privacy/surveillance Discrimination; Privacy loss Amazon employees, investors protest US government Rekognition sales",employment,deployer,unknown,non_discrimination;privacy_data_protection,unfair_exclusion;privacy_breach,Auto annotation v0.4 rule-based,unknown,surveillance_monitor,privacy_data_protection;non_discrimination,privacy_breach,0.7,"Amazon Rekognition is a facial recognition surveillance system, but the incident describes employee/investor protests rather than specific deployment affecting employment or essential services. Cannot determine if government use falls under Annex III domains from available information.",employment,surveillance_monitor,unknown,none_reported,news_article
AIAAIC,AIAAIC1970,"Sweden fraud prediction algorithm found to discriminate against women, migrants","https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/sweden-fraud-prediction-algorithm-found-to-discriminate-against-women Accountability; Bias/discrimination; Privacy/surveillance; Transparency  Sweden fraud prediction algorithm found to discriminate against women, migrants",essential_services,deployer,unknown,access_social_protection;privacy_data_protection;good_administration;non_discrimination,unfair_exclusion;privacy_breach;procedural_unfairness,Auto annotation v0.4 rule-based,essential_services,profiling_scoring,non_discrimination;privacy_data_protection;good_administration,unfair_exclusion;procedural_unfairness,0.9,"System predicted fraud risk affecting access to benefits/services, with documented discrimination against protected groups. The profiling/scoring pattern fits as it creates risk predictions about individuals based on demographic characteristics.",essential_services,profiling_scoring,data_quality,none_reported,news_article
AIAAIC,AIAAIC1986,North Korea uses AI to covertly place IT workers in western tech companies,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/north-korea-uses-ai-to-place-it-workers-in-western-tech-companies Confidentiality; Authenticity/integrity; Employment; Security; Transparency  North Korea uses AI to covertly place IT workers in western tech companies,employment,deployer,unknown,non_discrimination;privacy_data_protection;good_administration,procedural_unfairness,Auto annotation v0.4 rule-based,employment,llm_decision_support,non_discrimination;good_administration,misinformation_error;procedural_unfairness,0.7,"The AI system appears to assist in recruitment/hiring processes by helping North Korean workers gain employment deceptively. Given the covert nature and likely use of AI for generating false credentials or profiles, this involves LLM/generative AI for decision support in employment contexts.",employment,llm_decision_support,human_error,none_reported,news_article
AIAAIC,AIAAIC025,Starbucks automated shift scheduling system ruins employees' lives,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/starbucks-automated-shift-scheduling Alignment; Autonomy; Employment  Starbucks automated shift scheduling system ruins employees' lives,employment,deployer,unknown,non_discrimination;privacy_data_protection,other,Auto annotation v0.4 rule-based,employment,resource_allocation,non_discrimination;good_administration,procedural_unfairness,0.9,"System automatically allocated work shifts to employees, constituting task allocation under Annex III(4) employment provisions. The resource allocation pattern fits as it assigns schedules/tasks to workers without adequate consideration of employee needs.",employment,resource_allocation,context_of_use,none_reported,news_article
AIAAIC,AIAAIC0612,UK Post Office Horizon payment system,"https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/uk-post-office-scandal Accuracy/reliability; Ethics/values; Employment - jobs, pay  UK Post Office Horizon payment system",employment,deployer,unknown,non_discrimination;privacy_data_protection,other,Auto annotation v0.4 rule-based,employment,not_llm,good_administration;non_discrimination,unfair_exclusion;procedural_unfairness,0.8,The Horizon system affected Post Office workers' employment through faulty accounting that led to wrongful prosecutions and job losses. It appears to be a traditional automated payment/accounting system rather than modern AI profiling or LLM technology.,employment,not_llm,technology_failure,none_reported,news_article
AIAAIC,AIAAIC1326,NYPD ends Knightscope K5 security robot trial,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/nypd-ends-knightscope-k5-security-robot-trial Privacy/surveillance Privacy loss NYPD ends Knightscope K5 security robot trial,unknown,deployer,unknown,other,privacy_breach,Auto annotation v0.4 rule-based,unknown,surveillance_monitor,privacy_data_protection,privacy_breach,0.7,"The K5 security robot clearly performs surveillance functions, but insufficient information to determine if it's used for employment decisions or essential services evaluation. The system monitors and surveils individuals in public spaces.",unknown,surveillance_monitor,unknown,Robot trial ended by NYPD,news_article
AIAAIC,AIAAIC1051,Malta ditches 'Safe City' video surveillance programme,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/malta-safe-city-video-surveillance Alignment; Privacy/surveillance; Transparency  Malta ditches 'Safe City' video surveillance programme,unknown,deployer,unknown,good_administration,privacy_breach;procedural_unfairness,Auto annotation v0.4 rule-based,unknown,surveillance_monitor,privacy_data_protection;good_administration,privacy_breach,0.7,"The system is clearly a video surveillance programme using monitoring technology. However, without more details about whether it's used for employment decisions or essential services evaluation, the annex domain cannot be definitively determined.",unknown,surveillance_monitor,unknown,Safe City video surveillance programme discontinued,news_article
AIAAIC,AIAAIC0556,NYPD 'digidog' hostage response draws complaints,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/nypd-digidog Bias/discrimination; Dual use; Privacy/surveillance  NYPD 'digidog' hostage response draws complaints,unknown,deployer,unknown,non_discrimination,unfair_exclusion;privacy_breach,Auto annotation v0.4 rule-based,unknown,surveillance_monitor,privacy_data_protection,privacy_breach,0.7,"The robotic 'digidog' appears to be a surveillance/monitoring system used by police. However, without more details about its specific function in relation to employment or essential services, the domain classification is uncertain.",unknown,surveillance_monitor,unknown,none_reported,news_article
AIAAIC,AIAAIC0534,Rikers Island prisoner risk classification system increases violence,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/rikers-island-prisoner-risk-classification-system-increases-violence-50 Accuracy/reliability  Rikers Island prisoner risk classification system increases violence,unknown,deployer,unknown,other,other,Auto annotation v0.4 rule-based,unknown,classification_triage,non_discrimination;good_administration,unfair_exclusion;procedural_unfairness,0.7,"System classifies prisoners by risk level, but prison management doesn't clearly fit essential services or employment domains under Annex III. The classification system appears to have increased violence through poor risk assessment.",unknown,classification_triage,technology_failure,none_reported,news_article
AIAAIC,AIAAIC0441,Suzhou algorithmic social 'civility score' withdrawn after backlash,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/suzhou-social-civility-score-trial Fairness; Privacy/surveillance  Suzhou algorithmic social 'civility score' withdrawn after backlash,unknown,deployer,unknown,other,privacy_breach,Auto annotation v0.4 rule-based,unknown,profiling_scoring,privacy_data_protection;non_discrimination,procedural_unfairness,0.7,"System created algorithmic scores to assess citizen behavior, but unclear if it directly impacts employment or essential services eligibility. The profiling/scoring pattern is evident from the 'civility score' mechanism that ranked citizens.",unknown,profiling_scoring,context_of_use,Social civility score system withdrawn after public backlash,news_article
AIAAIC,AIAAIC057,LAPD predictive policing,Accuracy/reliability; Effectiveness/value; Bias/discrimination  LAPD predictive policing,essential_services,deployer,unknown,access_social_protection;privacy_data_protection;non_discrimination,unfair_exclusion,Auto annotation v0.4 rule-based,unknown,profiling_scoring,non_discrimination;privacy_data_protection,unfair_exclusion;procedural_unfairness,0.7,"System creates predictive profiles/risk scores for policing decisions, showing bias and discrimination issues. Domain is unknown as predictive policing doesn't clearly fit employment or essential services categories in Annex III.",essential_services,profiling_scoring,unknown,none_reported,news_article
AIAAIC,AIAAIC056,LAPD 'hot spot' predictive policing,Accuracy/reliability; Bias/discrimination  LAPD 'hot spot' predictive policing,essential_services,deployer,unknown,access_social_protection;privacy_data_protection;non_discrimination,unfair_exclusion,Auto annotation v0.4 rule-based,unknown,profiling_scoring,non_discrimination;privacy_data_protection,unfair_exclusion;procedural_unfairness,0.7,"System creates predictive profiles/scores for crime hotspots, showing bias/discrimination issues. Cannot determine if this falls under Annex III domains as policing may not directly relate to employment or essential services eligibility.",essential_services,profiling_scoring,unknown,none_reported,news_article
AIAAIC,AIAAIC2087,"Study: Uber dynamic pricing increases passenger fares, lowers driver earnings","https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/uber-dynamic-pricing-increases-passenger-fares-lowers-driver-earnings Accountability; Autonomy/agency; Employment; Environment; Fairness; Transparency  Study: Uber dynamic pricing increases passenger fares, lowers driver earnings",employment,deployer,unknown,non_discrimination;privacy_data_protection;good_administration,procedural_unfairness,Auto annotation v0.4 rule-based,employment,profiling_scoring,non_discrimination;good_administration,unfair_exclusion;procedural_unfairness,0.8,"Uber's dynamic pricing algorithm affects driver earnings and task allocation, constituting worker management under Annex III(4). The system uses algorithmic scoring to determine pricing that impacts driver compensation and work conditions.",employment,profiling_scoring,unknown,none_reported,news_article
AIAAIC,AIAAIC2078,"Brian Cranston voice, likeness used without consent to train Sora video generation tool","https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/brian-cranston-voice-likeness-used-without-consent-to-train-sora Accountability; Autonomy/agency; Copyright; Personality rights; Transparency Autonomy/agency loss; IP/copyright loss; Financial loss; Personality rights loss Brian Cranston voice, likeness used without consent to train Sora video generation tool",unknown,deployer,unknown,good_administration,procedural_unfairness,Auto annotation v0.4 rule-based,unknown,llm_decision_support,privacy_data_protection,privacy_breach,0.7,"This involves training a generative AI model (Sora) using someone's likeness without consent, but doesn't fall under employment or essential services domains. The harm is primarily about unauthorized use of personal data/likeness for AI training.",unknown,llm_decision_support,policy_gap,none_reported,news_article
AIAAIC,AIAAIC2049,Deloitte Australia fined for AI error-strewn government report,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/deloitte-australia-fined-for-ai-error-strewn-government-report Accuracy/reliability; Mis/disinformation; Transparency  Deloitte Australia fined for AI error-strewn government report,unknown,deployer,unknown,good_administration,misinformation_error;procedural_unfairness,Auto annotation v0.4 rule-based,unknown,summary_assistant,good_administration,misinformation_error;procedural_unfairness,0.7,"System appears to be an AI tool that generated a government report with errors, suggesting a summary/report generation function. Cannot determine if this relates to employment or essential services decisions from the limited description.",unknown,summary_assistant,technology_failure,Deloitte Australia fined for AI errors in government report,news_article
AIAAIC,AIAAIC2003,White House chief of staff targeted in AI-powered security breach,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/white-house-chief-of-staff-targeted-in-ai-powered-security-breach Confidentiality; Privacy/surveillance; Security Privacy loss White House chief of staff targeted in AI-powered security breach,employment,deployer,unknown,non_discrimination;privacy_data_protection,privacy_breach,Auto annotation v0.4 rule-based,unknown,unknown,privacy_data_protection,privacy_breach,0.3,The description lacks sufficient detail about the AI system's purpose or function to determine domain classification. Only clear that it involved a security breach affecting privacy.,employment,unknown,unknown,none_reported,news_article
AIAAIC,AIAAIC1962,Brazilian AI-powered welfare app accused of unfairly denying claims,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/brazil-ai-powered-welfare-app-accused-of-unfairly-denying-claims Accessibility; Accountability; Accuracy/reliability; Bias/discrimination; Transparency  Brazilian AI-powered welfare app accused of unfairly denying claims,essential_services,deployer,unknown,access_social_protection;privacy_data_protection;good_administration;non_discrimination,unfair_exclusion;procedural_unfairness,Auto annotation v0.4 rule-based,essential_services,profiling_scoring,access_social_protection;non_discrimination;good_administration,unfair_exclusion;procedural_unfairness,0.9,"AI system evaluates welfare eligibility and denies claims, directly affecting access to public benefits under Annex III(5a). The profiling/scoring pattern fits as it assesses risk or eligibility for welfare recipients.",essential_services,profiling_scoring,technology_failure,none_reported,news_article
AIAAIC,AIAAIC1935,White House appears to use AI to calculate tariff rates,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/white-house-appears-to-use-ai-to-calculate-tariff-rates Accountability; Accuracy/reliability; Employment; Transparency  White House appears to use AI to calculate tariff rates,employment,deployer,unknown,non_discrimination;privacy_data_protection;good_administration,procedural_unfairness,Auto annotation v0.4 rule-based,unknown,not_llm,good_administration,other,0.3,Tariff rate calculation by government appears to use algorithmic methods but doesn't clearly fit employment or essential services domains under Annex III. Limited information prevents confident classification of system type and specific harms.,employment,not_llm,unknown,none_reported,news_article
AIAAIC,AIAAIC1923,Optifye roasted for shop floor AI surveillance,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/optifye-roasted-for-shop-floor-ai-surveillance Autonomy/agency; Employment; Privacy/surveillance; Transparency  Optifye roasted for shop floor AI surveillance,employment,deployer,unknown,non_discrimination;privacy_data_protection;good_administration,privacy_breach;procedural_unfairness,Auto annotation v0.4 rule-based,employment,surveillance_monitor,privacy_data_protection;good_administration,privacy_breach;procedural_unfairness,0.9,"System conducts AI-powered surveillance of workers on the shop floor, constituting workplace monitoring under Annex III(4). The surveillance monitoring pattern fits as it tracks employee behavior and activities.",employment,surveillance_monitor,unknown,none_reported,news_article
AIAAIC,AIAAIC1855,Taiwanese AI repeats Chinese government line,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/taiwanese-ai-repeats-chinese-government-line Accuracy/reliability  Taiwanese AI repeats Chinese government line,unknown,deployer,unknown,other,other,Auto annotation v0.4 rule-based,unknown,llm_decision_support,other,misinformation_error,0.6,"The incident involves an AI system producing politically biased content that aligns with Chinese government positions, suggesting misinformation generation. Without more context about the specific use case, the domain cannot be determined definitively.",unknown,llm_decision_support,data_quality,none_reported,news_article
AIAAIC,AIAAIC1820,"Report: Denmark AI welfare system ""profoundly affects"" mental health","https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/report-denmark-ai-welfare-system-profoundly-affects-mental-health Accuracy/reliability; Bias/discrimination; Privacy/surveillance  Report: Denmark AI welfare system ""profoundly affects"" mental health",essential_services,deployer,unknown,access_social_protection;privacy_data_protection;non_discrimination,unfair_exclusion;privacy_breach,Auto annotation v0.4 rule-based,essential_services,profiling_scoring,non_discrimination;privacy_data_protection;access_social_protection;good_administration,unfair_exclusion;procedural_unfairness,0.85,"Danish AI welfare system evaluates benefit eligibility and affects citizens' access to social protection, falling under Annex III(5a). The system appears to use profiling/scoring algorithms that create bias and surveillance concerns affecting mental health.",essential_services,profiling_scoring,unknown,none_reported,news_article
AIAAIC,AIAAIC1809,Nevada AI student risk model prompts funding controversy,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/nevada-ai-student-risk-model-prompts-funding-controversy Fairness Anxiety/distress; Self-harm Nevada AI student risk model prompts funding controversy,essential_services,deployer,unknown,access_social_protection;privacy_data_protection,other,Auto annotation v0.4 rule-based,unknown,profiling_scoring,non_discrimination;good_administration,unfair_exclusion;procedural_unfairness,0.7,"The system appears to create risk profiles for students, but insufficient detail to determine if it relates to employment or essential services contexts. The profiling/scoring pattern is clear from the risk assessment function described.",essential_services,profiling_scoring,unknown,none_reported,news_article
ECtHR,10012/03,CASE OF HALMAGIU AND BELLU v. ROMANIA,Case: CASE OF HALMAGIU AND BELLU v. ROMANIA; Articles: P1; Conclusion: Violation of Article 1 of Protocol No. 1 - Protection of property; Keywords: discrimination; social benefits,essential_services,deployer,not_llm,non_discrimination;access_social_protection,procedural_unfairness,ECtHR rights backbone,essential_services,unknown,non_discrimination;access_social_protection,unfair_exclusion,0.6,"Case involves discrimination in social benefits which affects access to social protection under Annex III(5a). However, insufficient technical details about any AI system are provided to determine the system pattern.",essential_services,not_llm,unknown,none_reported,court_case
ECtHR,10108/02,CASE OF TETU v. ROMANIA,Case: CASE OF TETU v. ROMANIA; Articles: P1; Conclusion: Violation of Article 1 of Protocol No. 1 - Protection of property; Keywords: discrimination; social benefits,essential_services,deployer,not_llm,non_discrimination;access_social_protection,procedural_unfairness,ECtHR rights backbone,essential_services,unknown,non_discrimination;access_social_protection,unfair_exclusion,0.7,"Case involves discrimination in social benefits allocation, suggesting government evaluation of benefit eligibility under Annex III(5a). However, insufficient technical details to determine the specific AI system pattern used.",essential_services,not_llm,unknown,none_reported,court_case
